,pessoa_id,pessoa_idade,salario_ano,propriedade_sit,ano_trabalhado,motivo_emprestimo,pontuacao_emprestimos,vl_total,tx_juros,inadimplencia,tx_renda_divida,hst_inadimplencia,hst_primeiro_credito
20191,bPzSfeJb-vpEb,26.0,115200.0,1,10.0,1,3,4500.0,11.97,0.0,0.04,1.0,2
20192,I844CR01-ItSE,33.0,87000.0,1,1.0,3,4,5000.0,14.96,0.0,0.06,1.0,9
20193,kJCmWPhL-1TrG,24.0,52000.0,3,1.0,3,3,8000.0,11.78,0.0,0.15,0.0,3
20195,CpjjOIBb-DnC4,37.0,124000.0,1,4.0,6,3,19000.0,13.92,0.0,0.15,1.0,16
20196,zDdqbN2H-TZLx,26.0,50200.0,3,1.0,3,1,9000.0,7.66,0.0,0.18,0.0,3
20197,QYrE2bsd-aLUL,25.0,100000.0,1,3.0,2,4,13750.0,15.95,0.0,0.14,0.0,4
20198,8q8EbTnf-cqgA,23.0,74758.0,1,3.0,1,2,11050.0,10.37,0.0,0.15,0.0,3
20200,SKkYsMb9-wmku,24.0,72400.0,1,4.0,3,5,25000.0,17.99,0.0,0.35,1.0,2
20201,JjiOLJEA-A15H,23.0,85000.0,3,2.0,5,3,12000.0,13.16,0.0,0.14,1.0,4
20204,buoPlK9e-eh8S,23.0,48000.0,3,4.0,4,1,7500.0,5.79,0.0,0.16,0.0,4
20205,SczR981n-YQZ3,24.0,38272.0,3,1.0,5,3,15250.0,14.17,1.0,0.4,1.0,2
20207,LCnIhp8f-lCPx,30.0,107000.0,1,0.0,1,3,2500.0,10.78,0.0,0.02,1.0,6
20209,zQ8znMuZ-i4YW,23.0,57738.0,1,7.0,3,1,7000.0,7.14,0.0,0.12,0.0,4
20211,FO7I0ppE-Talb,23.0,67000.0,2,1.0,5,1,3250.0,6.76,0.0,0.05,0.0,2
20212,bUEJEnSA-Cii3,24.0,50000.0,3,8.0,2,3,8000.0,15.96,0.0,0.16,0.0,3
20213,6CwPq3qi-QGlP,34.0,87000.0,3,0.0,3,1,2500.0,7.14,0.0,0.03,0.0,5
20214,orvRP9mv-UpbY,29.0,52000.0,2,13.0,5,3,1000.0,13.23,0.0,0.02,0.0,8
20215,Tt5Pt0Zn-spjK,25.0,39000.0,1,5.0,2,3,8500.0,14.65,1.0,0.22,0.0,4
20216,rX8De5ri-4DWM,34.0,36129.0,3,3.0,1,3,1800.0,14.22,0.0,0.05,1.0,9
20217,rdlCrjmY-Xi7m,28.0,60000.0,1,3.0,3,2,35000.0,10.59,0.0,0.58,0.0,6
20218,H1ERwnnW-LAoS,30.0,73000.0,3,15.0,2,2,5500.0,9.99,0.0,0.08,0.0,5
20220,Xqu9oDNW-RLBx,22.0,94200.0,1,6.0,2,2,20000.0,8.88,0.0,0.21,0.0,2
20221,1qSXhOuQ-LHL7,29.0,45600.0,1,7.0,5,2,9600.0,10.36,0.0,0.21,0.0,5
20222,uF9eXL5x-k2Tg,21.0,72000.0,1,5.0,1,1,24000.0,7.49,0.0,0.33,0.0,3
20223,wcPYH8Gz-FMrv,23.0,60000.0,1,0.0,2,1,8000.0,7.51,0.0,0.13,0.0,2
20224,jbjfH7vn-ePqm,31.0,42000.0,3,6.0,3,4,1200.0,16.29,0.0,0.03,1.0,5
20226,5wC2PWeG-lQNa,33.0,32004.0,3,3.0,1,1,4000.0,8.32,0.0,0.12,0.0,7
20227,ly2n5tEZ-5F6F,21.0,200000.0,1,5.0,3,3,16000.0,14.65,0.0,0.08,0.0,4
20228,llXGiHgp-mZpf,23.0,79000.0,1,7.0,3,1,17825.0,6.62,0.0,0.23,0.0,2
20229,QCjA16kg-Qvwg,38.0,25000.0,3,1.0,3,1,1000.0,8.0,0.0,0.04,0.0,16
20230,LWq6Zif2-6ypD,28.0,23350.0,3,8.0,4,1,4900.0,7.88,0.0,0.21,0.0,6
20231,wjw3xsTT-KHBR,27.0,58650.0,1,5.0,4,5,7500.0,15.07,1.0,0.11,1.0,9
20234,MhANPSqT-iUfi,29.0,110000.0,3,4.0,6,5,24000.0,18.39,0.0,0.22,1.0,8
20235,c1fAx8Uh-fk6h,24.0,60000.0,1,8.0,5,1,2800.0,9.32,0.0,0.05,0.0,4
20237,EoLxohb9-CIC1,31.0,45000.0,1,16.0,5,2,6000.0,10.99,0.0,0.13,0.0,10
20238,hmw9wP67-7Ii7,45.0,48000.0,1,8.0,6,1,8000.0,9.63,0.0,0.17,0.0,13
20239,sspRivmt-LMef,24.0,48000.0,1,1.0,4,3,3500.0,10.28,0.0,0.07,0.0,4
20240,F7Nqr8jM-RnPU,24.0,70000.0,3,1.0,3,2,10000.0,11.71,0.0,0.14,0.0,2
20241,TOmaNH46-vzHX,32.0,30000.0,1,6.0,5,1,10000.0,7.51,0.0,0.33,0.0,9
20242,6Dkpk84P-gNd1,24.0,87000.0,3,0.0,5,2,12000.0,8.88,0.0,0.14,0.0,3
20244,CqGnSE1l-ZjvT,23.0,56000.0,1,7.0,2,2,4500.0,11.83,0.0,0.08,0.0,4
20245,X4fM6c6a-wU2l,28.0,21000.0,3,0.0,2,4,4200.0,15.21,1.0,0.2,1.0,10
20246,wKdQXsnJ-DAkC,29.0,50000.0,3,6.0,4,1,3000.0,7.29,0.0,0.06,0.0,6
20247,6NIfALKv-wBCe,23.0,41004.0,3,1.0,4,1,4000.0,7.68,0.0,0.1,0.0,4
20248,dyau0gDT-8Yvx,23.0,57750.0,3,3.0,3,1,8000.0,7.49,0.0,0.14,0.0,3
20249,sHtef9xm-jXzu,24.0,79200.0,2,8.0,5,1,3800.0,6.62,0.0,0.05,0.0,4
20250,wfoF4hsy-sPIH,32.0,40277.0,3,5.0,4,2,15000.0,11.71,1.0,0.37,0.0,8
20251,2azbWzQa-JS1i,26.0,56000.0,1,11.0,4,2,12000.0,11.89,0.0,0.21,0.0,3
20252,iHv9LJIA-PP48,28.0,40000.0,1,1.0,4,1,10000.0,7.29,0.0,0.25,0.0,10
20253,E0tE1uxJ-ki5P,22.0,66300.0,3,4.0,4,5,8000.0,18.39,1.0,0.1,0.0,4
20254,O5SNmC0k-yCKX,25.0,59000.0,1,9.0,1,1,5000.0,6.03,1.0,0.08,0.0,3
20256,HKrCls6D-1ujR,21.0,47000.0,1,5.0,2,1,7000.0,7.14,0.0,0.15,0.0,3
20257,EgFBjBIQ-8ae8,30.0,120000.0,1,3.0,6,2,15000.0,10.99,0.0,0.13,0.0,6
20258,6hePQoIx-c4R5,21.0,28000.0,3,2.0,3,3,4000.0,15.23,0.0,0.14,0.0,2
20259,TmwmP232-jgoq,25.0,55000.0,0,10.0,3,3,5000.0,12.62,0.0,0.1,0.0,3
20260,t0113l95-Le1J,23.0,50205.0,1,7.0,1,1,5300.0,5.42,0.0,0.11,0.0,4
20261,8iv2qtBi-jOLA,25.0,70000.0,3,9.0,5,1,12000.0,8.9,0.0,0.17,0.0,2
20262,qH86WDDr-HFUt,34.0,65000.0,3,4.0,6,1,1300.0,6.54,0.0,0.02,0.0,7
20263,sOnlj3yd-IcKW,27.0,88000.0,1,4.0,5,2,14000.0,12.42,0.0,0.16,0.0,10
20264,qM9iEiH3-jowc,25.0,26000.0,1,3.0,3,2,3825.0,11.71,0.0,0.15,0.0,2
20265,Ab6wWakK-mz3k,39.0,84000.0,1,2.0,3,1,4000.0,9.63,0.0,0.05,0.0,12
20267,60YOecsK-O45C,29.0,42000.0,3,13.0,2,3,9000.0,13.06,0.0,0.21,0.0,5
20268,GbUfttkF-FIlc,31.0,120600.0,3,5.0,5,3,10000.0,13.49,1.0,0.08,0.0,5
20270,60cbRYZu-0Zl6,26.0,53000.0,1,3.0,6,1,2800.0,6.03,0.0,0.05,0.0,4
20271,B1zZIdaG-FIYM,42.0,98603.0,1,19.0,4,3,24250.0,14.22,1.0,0.21,0.0,14
20272,o5BwudPt-bsYj,38.0,74000.0,3,9.0,3,3,9000.0,12.84,0.0,0.12,0.0,12
20273,KpgbTqmR-PM0H,27.0,48000.0,3,5.0,5,2,12000.0,11.71,0.0,0.25,0.0,6
20274,PKnSYghQ-0R9f,26.0,75000.0,1,5.0,3,1,12500.0,5.99,0.0,0.17,0.0,4
20276,P5O9YZfF-cRYw,23.0,57000.0,3,7.0,1,2,10000.0,11.48,0.0,0.18,0.0,4
20277,qczApzrA-wP0S,29.0,61000.0,3,2.0,5,4,15000.0,14.96,1.0,0.25,0.0,10
20278,FcRHHtCr-AIsn,33.0,110000.0,3,3.0,3,4,15000.0,14.42,0.0,0.14,1.0,9
20279,7iiirYbB-vmAf,27.0,60000.0,1,4.0,5,1,8000.0,7.88,0.0,0.13,0.0,8
20280,QPoCXOjx-Qsm1,24.0,91000.0,1,0.0,1,2,7500.0,10.39,0.0,0.08,0.0,2
20281,Arrp2qmM-QPne,26.0,159800.0,1,6.0,4,4,30000.0,17.58,1.0,0.16,1.0,3
20282,QKxIsjJb-WAyw,21.0,25000.0,3,0.0,1,4,5000.0,12.86,1.0,0.2,1.0,2
20283,ckL2FSJa-qaiu,32.0,80000.0,1,15.0,5,1,12000.0,5.99,0.0,0.15,0.0,8
20284,GwijXUNe-HY9D,23.0,40000.0,3,4.0,4,2,7000.0,11.58,0.0,0.17,0.0,3
20285,NNN97gp3-WQpH,23.0,51996.0,1,3.0,2,1,5000.0,6.92,0.0,0.1,0.0,3
20286,qMryecpY-zjTx,36.0,24000.0,3,3.0,4,1,6500.0,7.29,0.0,0.27,0.0,13
20288,r9AKhIaY-ZCrd,28.0,48500.0,3,0.0,4,3,15000.0,12.99,1.0,0.31,1.0,7
20289,Kv4l0HRU-bs7p,33.0,53796.0,3,1.0,1,2,10500.0,11.14,0.0,0.2,0.0,6
20290,dwSkp0Uj-MGJS,26.0,88000.0,1,10.0,6,1,3800.0,6.54,0.0,0.04,0.0,2
20291,hJfHvR09-W9UM,29.0,50000.0,2,6.0,4,1,4000.0,5.42,0.0,0.08,0.0,8
20292,XCasqcS6-AW0F,27.0,117000.0,3,7.0,2,2,1800.0,12.42,0.0,0.02,0.0,10
20293,vlvZK0oF-FUeB,31.0,56000.0,3,9.0,6,1,4000.0,5.79,0.0,0.07,0.0,9
20294,O5WY5HKW-suRu,23.0,70572.0,1,8.0,3,1,14500.0,5.99,0.0,0.21,0.0,3
20295,qNh7XZJ3-sqML,37.0,66560.0,3,11.0,1,2,7200.0,10.0,0.0,0.11,0.0,15
20296,0tbWA6qD-CfZj,36.0,16800.0,3,2.0,5,3,1200.0,13.06,0.0,0.07,0.0,14
20297,hsHl3Yqe-iidw,30.0,21600.0,3,2.0,1,3,1500.0,14.72,0.0,0.07,1.0,8
20298,gfSEhboR-Oo2E,25.0,70000.0,1,5.0,2,1,8000.0,7.88,0.0,0.11,0.0,4
20299,BFCvNn5a-w8Fi,21.0,95400.0,1,0.0,2,1,12000.0,5.42,0.0,0.13,0.0,2
20300,cnN2XH7i-KONW,31.0,200000.0,2,4.0,6,2,23500.0,10.99,0.0,0.12,0.0,5
20301,4ndb8nxB-tD8f,23.0,67000.0,1,1.0,3,5,16000.0,16.32,0.0,0.24,1.0,2
20302,oT2iUPC1-EZ5F,22.0,32000.0,3,5.0,4,1,4500.0,9.63,1.0,0.14,0.0,2
20303,Wff6qbgB-b7CA,22.0,65000.0,3,0.0,4,2,15000.0,11.36,0.0,0.23,0.0,3
20304,IMTdP8sD-j3c9,26.0,66000.0,1,5.0,4,2,15000.0,9.88,0.0,0.23,0.0,4
20305,jKTiQdH7-hs7Y,28.0,78000.0,1,12.0,6,2,24000.0,11.83,1.0,0.31,0.0,7
20306,oj36Oxta-Ampm,39.0,24000.0,3,0.0,5,4,3000.0,14.12,1.0,0.13,0.0,12
20307,puZ98jOn-6dLZ,45.0,119004.0,1,13.0,5,2,5000.0,11.49,0.0,0.04,0.0,13
20308,ke5UWMau-RTyA,28.0,61000.0,1,12.0,2,2,12000.0,9.99,0.0,0.2,0.0,5
20309,9hc6YrCz-BLeG,27.0,123996.0,1,11.0,4,1,6500.0,8.0,0.0,0.05,0.0,6
20310,808BzPHz-gsAu,23.0,15600.0,3,1.0,5,1,4500.0,5.99,1.0,0.29,0.0,4
20311,CUrJtfKO-neih,28.0,95000.0,1,0.0,4,2,4500.0,10.99,0.0,0.05,0.0,7
20312,af2guhUh-Sea2,23.0,90000.0,3,4.0,5,1,10000.0,7.51,0.0,0.11,0.0,2
20314,gw9HgvrK-HG3i,34.0,150000.0,1,5.0,5,2,15000.0,11.86,0.0,0.1,0.0,9
20315,QjNSTdZA-IErR,34.0,170000.0,1,9.0,5,4,7500.0,15.99,0.0,0.04,0.0,10
20316,Jd4XZcAG-q9Tm,29.0,65000.0,1,13.0,2,3,16000.0,12.87,0.0,0.25,1.0,10
20317,ylR5qjZP-GJ6Y,31.0,41000.0,3,7.0,5,2,4000.0,10.99,0.0,0.1,0.0,8
20319,wTW1leFH-Z0Zd,24.0,62050.0,3,8.0,4,4,25000.0,15.33,1.0,0.34,1.0,2
20321,ykCPaQuI-YYFp,25.0,153000.0,1,9.0,3,2,7500.0,11.71,0.0,0.05,0.0,3
20324,gW1S6ghn-WEC2,30.0,45600.0,1,5.0,6,1,5000.0,7.29,0.0,0.11,0.0,8
20325,UZ0lYmOW-GNt1,32.0,24000.0,2,1.0,4,1,2000.0,7.29,0.0,0.08,0.0,6
20326,wXHziwfe-4pC2,23.0,97000.0,3,7.0,5,2,30000.0,10.65,1.0,0.31,0.0,2
20327,nDXQWd8w-B2t0,25.0,79000.0,1,0.0,1,1,9000.0,6.76,0.0,0.11,0.0,4
20328,D9UkAbQi-fp3l,30.0,26500.0,3,14.0,1,3,10625.0,14.27,1.0,0.4,0.0,9
20329,T5EgUknp-tDc6,25.0,29000.0,3,2.0,4,3,2500.0,12.84,1.0,0.09,1.0,4
20330,2baihETJ-0753,21.0,44004.0,3,2.0,3,2,7000.0,11.46,1.0,0.16,0.0,2
20331,mXa6Kfcb-y8cn,45.0,36700.0,2,7.0,2,1,2000.0,7.51,0.0,0.05,0.0,16
20332,w7nrA5qh-DQmQ,30.0,45600.0,1,0.0,2,1,6400.0,8.94,0.0,0.14,0.0,7
20333,QiseTDLo-U8nl,25.0,18000.0,3,0.0,1,3,4000.0,13.22,1.0,0.22,1.0,4
20335,MckyntLu-97og,24.0,121000.0,1,0.0,3,2,20400.0,10.75,0.0,0.17,0.0,2
20336,j2Nv5qyB-xpno,21.0,19012.0,1,0.0,1,4,3500.0,14.61,1.0,0.18,0.0,3
20337,qSofnDfU-nuis,31.0,103000.0,1,8.0,1,2,14000.0,9.91,0.0,0.14,0.0,7
20338,oqBZ72Pz-5wXJ,31.0,20400.0,3,0.0,4,3,3900.0,14.79,0.0,0.19,1.0,6
20339,hXWfh8ZW-7ooH,23.0,33204.0,3,7.0,4,3,2000.0,14.72,0.0,0.06,1.0,3
20340,N1BcQtL1-hrzg,28.0,73000.0,1,6.0,2,2,15000.0,11.83,0.0,0.21,0.0,7
20344,KphmMJ2R-qJio,27.0,207182.0,1,11.0,2,2,22000.0,10.62,0.0,0.11,0.0,7
20346,j7G3n4wq-LhvS,32.0,12000.0,3,2.0,1,2,6075.0,12.42,1.0,0.51,0.0,8
20347,URwOZMuh-Qn1f,29.0,50000.0,3,9.0,4,3,3600.0,15.27,0.0,0.07,1.0,10
20348,6t0ja6hG-en4B,22.0,76000.0,3,4.0,3,1,12000.0,7.9,0.0,0.16,0.0,4
20349,DyMOqRRN-J7zl,23.0,82000.0,3,3.0,5,1,14400.0,7.66,0.0,0.18,0.0,2
20350,KT185wdw-MKqI,26.0,31200.0,3,4.0,5,2,2500.0,10.37,0.0,0.08,0.0,3
20351,o4pSjsFy-0qYR,33.0,75000.0,2,17.0,2,1,6000.0,7.68,0.0,0.08,0.0,7
20352,mpqb1Gyb-lI5P,22.0,53000.0,1,0.0,1,2,4000.0,10.39,0.0,0.08,0.0,2
20353,atu41seb-Wm2f,26.0,27000.0,3,1.0,4,2,5800.0,10.65,0.0,0.21,0.0,3
20354,3n1226sW-7Pms,27.0,29000.0,3,2.0,2,2,10000.0,12.69,1.0,0.34,0.0,10
20355,DixG5CNA-o2Xq,29.0,44875.0,3,0.0,4,1,7500.0,8.32,0.0,0.17,0.0,8
20357,UTosRcFR-A55r,25.0,52000.0,3,1.0,1,3,7000.0,12.53,0.0,0.13,0.0,3
20358,MIot1AmH-amf8,31.0,31800.0,3,6.0,1,4,3000.0,15.62,1.0,0.09,1.0,9
20359,xlwWkfQF-g0cK,23.0,28685.0,3,3.0,1,3,7000.0,12.73,0.0,0.24,0.0,2
20360,Fevj86O9-fIjM,29.0,26000.0,3,2.0,5,3,1500.0,12.99,0.0,0.06,1.0,6
20361,j6Jtq4Kl-crSn,32.0,19200.0,3,0.0,3,2,5000.0,9.99,1.0,0.26,0.0,9
20362,F1Ghslzz-dMTG,22.0,59000.0,3,4.0,4,5,16000.0,16.32,1.0,0.27,0.0,3
20363,M2p8az8N-cafO,22.0,31000.0,3,5.0,2,2,5550.0,11.36,1.0,0.18,0.0,3
20364,QB6XIbjW-fOkv,32.0,75000.0,3,4.0,4,2,5000.0,9.99,0.0,0.07,0.0,8
20365,g0nDy6sU-YJYJ,23.0,50000.0,2,0.0,5,2,2800.0,10.59,0.0,0.06,0.0,2
20366,M4Clig6l-0AgA,27.0,15600.0,2,0.0,3,1,6400.0,7.74,1.0,0.41,0.0,9
20367,rSWNRDQz-Qkgp,31.0,59000.0,3,14.0,1,1,20000.0,7.51,1.0,0.34,0.0,10
20368,1nGZWfe0-2UIA,23.0,120000.0,1,8.0,4,1,10000.0,7.88,0.0,0.08,0.0,2
20369,KUKAtxiA-tGO9,35.0,78000.0,3,1.0,2,3,4350.0,15.27,1.0,0.06,0.0,6
20370,YPLPSisn-gIxT,24.0,36000.0,3,6.0,2,4,8000.0,15.28,1.0,0.22,0.0,3
20371,zlFUzM2R-16fm,39.0,29894.0,2,23.0,6,2,8000.0,9.63,0.0,0.27,0.0,17
20372,LWauL3Pa-kMsa,27.0,58800.0,3,6.0,6,2,2800.0,12.69,1.0,0.05,0.0,10
20373,0tIGLjCt-hW4d,22.0,50000.0,2,6.0,4,1,15000.0,8.63,0.0,0.3,0.0,2
20376,y2Puoyu6-u4wb,22.0,43000.0,3,4.0,1,2,18550.0,11.83,1.0,0.43,0.0,4
20378,Z3haFHh4-MOlk,33.0,110000.0,3,0.0,5,1,10000.0,9.32,0.0,0.09,0.0,6
20379,l0LB6sDS-COIw,22.0,74000.0,3,7.0,1,4,24250.0,15.65,1.0,0.33,1.0,2
20381,IHQmy9Q3-5bDE,24.0,80000.0,1,8.0,5,4,5000.0,15.62,0.0,0.06,1.0,2
20383,EKK6ofYi-aOEJ,22.0,62000.0,3,6.0,2,1,8000.0,5.42,0.0,0.13,0.0,3
20384,y6L6k2xY-liTL,29.0,72500.0,1,2.0,4,3,7000.0,13.79,0.0,0.1,1.0,8
20385,M2K36JQq-s0ec,34.0,180000.0,1,9.0,2,3,12900.0,12.99,0.0,0.07,1.0,8
20386,9ilaF7W2-2tRc,31.0,12996.0,3,4.0,4,1,1750.0,6.76,0.0,0.13,0.0,10
20387,KQ0eMm55-cXFm,23.0,50000.0,1,6.0,3,2,17000.0,12.42,0.0,0.34,0.0,3
20388,ftsH3v3G-RaXd,38.0,45600.0,3,5.0,5,4,9000.0,16.29,0.0,0.2,1.0,13
20390,0Z7kAjU1-r0Hs,40.0,45760.0,3,8.0,4,2,13650.0,10.25,0.0,0.3,0.0,13
20391,B1R1cmmK-aqfv,27.0,54600.0,3,2.0,3,3,1500.0,13.23,0.0,0.03,1.0,8
20392,Oylzcq6l-Kn4n,22.0,33000.0,3,1.0,4,3,1400.0,14.27,0.0,0.04,1.0,4
20393,6xSNXa5p-rDwI,25.0,200000.0,3,5.0,3,4,18000.0,16.32,0.0,0.09,0.0,3
20396,9XuvJ5No-cd6d,28.0,50400.0,3,8.0,5,4,18500.0,16.02,1.0,0.37,0.0,6
20398,b77PEXke-AlJ3,27.0,32000.0,1,0.0,5,1,9850.0,8.94,0.0,0.31,0.0,5
20399,LXFGNGQE-4Pbp,23.0,44064.0,3,0.0,3,2,9500.0,11.26,0.0,0.22,0.0,2
20400,lFSUNDji-YdXj,23.0,48000.0,2,7.0,3,2,20000.0,11.71,0.0,0.42,0.0,4
20401,NQEHcAXd-BQh3,21.0,41000.0,2,5.0,2,1,5000.0,7.74,0.0,0.12,0.0,3
20402,ahEd4WCa-dADE,22.0,44172.0,3,4.0,2,2,15000.0,10.37,1.0,0.34,0.0,3
20403,PAGoCrDx-yoJG,22.0,50000.0,1,6.0,2,1,8000.0,6.03,0.0,0.16,0.0,3
20405,mPsPO0ge-AGMH,30.0,97000.0,1,9.0,2,3,5000.0,13.49,0.0,0.05,1.0,9
20406,Tm3CuFrw-qdAr,35.0,110000.0,1,7.0,3,1,10200.0,5.42,0.0,0.09,0.0,6
20407,EBgzvmrR-aseD,22.0,14400.0,3,0.0,6,4,2100.0,14.83,1.0,0.15,0.0,3
20408,MvQrcfSs-nGvk,26.0,30000.0,2,0.0,2,2,5000.0,10.38,0.0,0.17,0.0,4
20410,sEGdHAYY-EqCF,22.0,75000.0,1,6.0,3,2,14950.0,9.91,0.0,0.2,0.0,4
20411,GaABaF4P-BShC,29.0,14573.0,3,6.0,6,2,5000.0,12.18,1.0,0.34,0.0,5
20412,Xzrj03iY-T7ul,28.0,52000.0,1,10.0,3,1,13600.0,7.88,0.0,0.26,0.0,7
20413,DO2eaTSD-oANO,22.0,32400.0,3,2.0,4,4,10400.0,14.84,1.0,0.32,0.0,2
20414,z05J7FAT-rl43,22.0,19200.0,3,0.0,5,2,4000.0,10.25,1.0,0.21,0.0,3
20415,cvNdSTrw-JWcO,29.0,34000.0,1,0.0,4,4,10200.0,17.27,1.0,0.3,1.0,5
20417,ovRoivfH-IjfO,24.0,54000.0,3,5.0,2,2,10000.0,10.37,1.0,0.19,0.0,2
20418,NN1gXCGh-djt2,22.0,40000.0,3,5.0,5,1,6000.0,7.51,0.0,0.15,0.0,4
20419,xUCnUuW4-zxIa,23.0,65000.0,3,7.0,3,2,7000.0,10.75,0.0,0.11,0.0,4
20420,nf4QNAFD-CNco,26.0,108000.0,1,2.0,4,2,18500.0,12.18,0.0,0.17,0.0,2
20421,bRBz9s2H-do1B,40.0,66000.0,2,25.0,4,3,6125.0,14.65,0.0,0.09,1.0,17
20422,fTbisEDv-NSLS,23.0,79416.0,3,7.0,5,4,25000.0,15.21,1.0,0.31,1.0,2
20423,n1E8T83A-ksFp,27.0,52000.0,1,2.0,6,2,7000.0,11.89,0.0,0.13,0.0,8
20424,SunqamiI-Wf7e,23.0,75000.0,1,0.0,3,2,12000.0,9.62,0.0,0.16,0.0,2
20425,Qlo1pwmL-vv5h,27.0,72000.0,2,2.0,3,2,12000.0,9.99,0.0,0.17,0.0,9
20426,bAmHfqDX-x2gk,22.0,64000.0,3,7.0,3,3,12000.0,12.87,1.0,0.19,1.0,2
20427,nxJEbpGv-D3OL,24.0,44000.0,1,4.0,6,1,2200.0,8.9,1.0,0.05,0.0,4
20428,YKbU7CZU-zcuD,34.0,80000.0,3,4.0,6,1,5000.0,6.17,0.0,0.06,0.0,10
20429,YrsdEfdg-fSrI,26.0,53000.0,3,2.0,2,4,4800.0,15.62,1.0,0.09,1.0,3
20431,T84B2mno-ahqd,29.0,68000.0,1,14.0,3,1,20000.0,8.9,0.0,0.29,0.0,5
20432,jbAOJY7r-Otl8,22.0,75000.0,3,0.0,4,2,10800.0,9.62,0.0,0.14,0.0,3
20433,Cf8rEBa3-Tz8M,22.0,36000.0,3,1.0,1,3,6000.0,12.68,0.0,0.17,0.0,4
20434,wW7M1ehu-4Pcf,23.0,29000.0,3,0.0,3,5,10000.0,17.93,1.0,0.34,1.0,3
20435,J0Puob3s-q9HQ,23.0,38400.0,1,5.0,3,1,10000.0,7.14,0.0,0.26,0.0,3
20436,h7vLdXH9-pWxo,21.0,33000.0,1,5.0,6,3,2000.0,14.27,1.0,0.06,0.0,4
20437,YZcIp9u4-iJd9,22.0,28000.0,1,5.0,3,1,8500.0,6.17,0.0,0.3,0.0,2
20438,xo0R8pIw-QI56,28.0,39520.0,3,0.0,5,2,6500.0,11.89,0.0,0.16,0.0,6
20439,ZtNUBKum-rqlX,24.0,375000.0,1,9.0,1,3,20000.0,11.41,0.0,0.05,0.0,3
20440,Gs5nqIya-2L42,40.0,46000.0,1,5.0,4,1,10000.0,7.9,0.0,0.22,0.0,16
20441,DdYUr9go-dhXP,22.0,44000.0,1,4.0,4,4,16000.0,14.74,1.0,0.36,1.0,3
20442,H5HABFoN-PBqK,29.0,174996.0,1,8.0,3,4,25000.0,15.28,0.0,0.14,1.0,10
20443,90mSaODc-xEoO,24.0,124080.0,3,4.0,2,4,24000.0,16.49,0.0,0.19,1.0,4
20444,LxQAfykk-U6Ex,36.0,75000.0,1,2.0,1,2,14400.0,10.25,0.0,0.19,0.0,15
20445,79TD3DCQ-rLQ2,33.0,95000.0,1,4.0,6,1,11200.0,7.29,0.0,0.12,0.0,8
20446,oXTmJy1W-6Aiv,24.0,98000.0,1,8.0,5,1,10000.0,6.62,0.0,0.1,0.0,3
20447,pf5U4znP-JzDh,31.0,24996.0,1,6.0,2,2,6000.0,9.25,0.0,0.24,0.0,9
20449,jLpzUdaE-uKFD,25.0,79000.0,2,9.0,5,2,14500.0,11.48,0.0,0.18,0.0,3
20450,MPcqGof6-3Bah,21.0,50000.0,3,5.0,4,2,6000.0,10.75,0.0,0.12,0.0,2
20451,WFqtZcQ5-UGfH,23.0,148000.0,3,1.0,1,5,25000.0,14.93,1.0,0.17,0.0,3
20452,wgAKwB9f-4l1c,29.0,55000.0,1,4.0,2,2,8000.0,10.0,0.0,0.15,0.0,6
20453,fiICBED4-mkGT,30.0,95000.0,1,4.0,4,2,5600.0,11.63,0.0,0.06,0.0,5
20454,T4f16LiW-vvZR,41.0,200000.0,1,2.0,5,2,1000.0,10.38,0.0,0.01,0.0,13
20457,OvZUtaRS-szDQ,22.0,50000.0,3,2.0,2,3,8000.0,13.16,0.0,0.16,1.0,2
20458,UXoOKh8a-aYmf,27.0,60000.0,3,2.0,5,2,9200.0,12.42,0.0,0.15,0.0,7
20460,dmz9waX1-dZ3v,31.0,48000.0,3,0.0,4,3,4000.0,13.85,0.0,0.08,1.0,6
20461,lpoSgTjb-UgiI,23.0,47840.0,3,7.0,4,2,12000.0,12.69,0.0,0.25,0.0,4
20462,Qks3xovl-qzyq,33.0,30000.0,3,0.0,1,2,6000.0,10.51,0.0,0.2,0.0,10
20463,iJTK7hKm-ywhX,27.0,50000.0,3,3.0,5,2,6000.0,11.36,0.0,0.12,0.0,9
20465,wRthJO4U-jgLQ,25.0,123144.0,3,2.0,5,2,12000.0,10.75,0.0,0.1,0.0,2
20466,tLrudIqz-Fy5N,22.0,60000.0,1,3.0,5,1,10000.0,8.0,0.0,0.17,0.0,4
20467,TFQtx2m6-mjdY,24.0,38000.0,3,8.0,4,2,8000.0,11.49,0.0,0.21,0.0,2
20469,tIKzdoN5-GlGZ,25.0,27024.0,3,7.0,3,5,2500.0,16.69,0.0,0.09,0.0,2
20470,E68hEXZf-Qg4X,25.0,53481.0,2,4.0,3,1,15000.0,6.03,0.0,0.28,0.0,3
20471,Dp12Q2Jx-0tWP,21.0,30000.0,3,5.0,5,2,10000.0,11.99,1.0,0.33,0.0,4
20472,j5EA7DpX-dxTa,26.0,114000.0,1,4.0,6,2,6000.0,10.0,1.0,0.05,0.0,2
20473,1msoqK20-kYSY,22.0,50004.0,1,0.0,3,5,11000.0,15.68,0.0,0.22,1.0,3
20474,DnTWB4wd-rRcv,33.0,80001.0,3,6.0,3,5,21600.0,18.64,1.0,0.27,0.0,10
